filename,title,level,tactics,techniques,source_folder,original_path
file_event_win_office_outlook_macro_creation.yml,New Outlook Macro Created,medium,"command-and-control,persistence,privilege-escalation","T1008,T1137,T1546",rules,rules/windows/file/file_event/file_event_win_office_outlook_macro_creation.yml
file_event_win_cred_dump_tools_dropped_files.yml,Cred Dump Tools Dropped Files,high,credential-access,"T1003.001,T1003.002,T1003.003,T1003.004,T1003.005",rules,rules/windows/file/file_event/file_event_win_cred_dump_tools_dropped_files.yml
file_event_win_pcre_net_temp_file.yml,PCRE.NET Package Temp Files,high,execution,T1059,rules,rules/windows/file/file_event/file_event_win_pcre_net_temp_file.yml
file_event_win_cscript_wscript_dropper.yml,WScript or CScript Dropper - File,high,execution,"T1059.005,T1059.007",rules,rules/windows/file/file_event/file_event_win_cscript_wscript_dropper.yml
file_event_win_susp_creation_by_mobsync.yml,Created Files by Microsoft Sync Center,medium,"execution,privilege-escalation,stealth","T1055,T1218",rules,rules/windows/file/file_event/file_event_win_susp_creation_by_mobsync.yml
file_event_win_hktl_hivenightmare_file_exports.yml,HackTool - Typical HiveNightmare SAM File Export,high,credential-access,T1552.001,rules,rules/windows/file/file_event/file_event_win_hktl_hivenightmare_file_exports.yml
file_event_win_new_scr_file.yml,SCR File Write Event,medium,stealth,T1218.011,rules,rules/windows/file/file_event/file_event_win_new_scr_file.yml
file_event_win_sysinternals_psexec_service_key.yml,PSEXEC Remote Execution File Artefact,high,"execution,lateral-movement,persistence,privilege-escalation","T1136.002,T1543.003,T1570",rules,rules/windows/file/file_event/file_event_win_sysinternals_psexec_service_key.yml
file_event_win_office_addin_persistence.yml,Potential Persistence Via Microsoft Office Add-In,high,persistence,T1137.006,rules,rules/windows/file/file_event/file_event_win_office_addin_persistence.yml
file_event_win_uac_bypass_idiagnostic_profile.yml,UAC Bypass Using IDiagnostic Profile - File,high,"execution,privilege-escalation",T1548.002,rules,rules/windows/file/file_event/file_event_win_uac_bypass_idiagnostic_profile.yml
file_event_win_susp_legitimate_app_dropping_exe.yml,Legitimate Application Dropped Executable,high,stealth,T1218,rules,rules/windows/file/file_event/file_event_win_susp_legitimate_app_dropping_exe.yml
file_event_win_sysinternals_livekd_driver_susp_creation.yml,LiveKD Driver Creation By Uncommon Process,high,"privilege-escalation,stealth",,rules,rules/windows/file/file_event/file_event_win_sysinternals_livekd_driver_susp_creation.yml
file_event_win_susp_file_write_in_webapps_root.yml,Suspicious File Write to Webapps Root Directory,medium,"initial-access,persistence","T1190,T1505.003",rules,rules/windows/file/file_event/file_event_win_susp_file_write_in_webapps_root.yml
file_event_win_wmiprvse_wbemcomn_dll_hijack.yml,Wmiprvse Wbemcomn DLL Hijack - File,critical,"execution,lateral-movement","T1021.002,T1047",rules,rules/windows/file/file_event/file_event_win_wmiprvse_wbemcomn_dll_hijack.yml
file_event_win_mal_adwind.yml,Adwind RAT / JRAT File Artifact,high,execution,"T1059.005,T1059.007",rules,rules/windows/file/file_event/file_event_win_mal_adwind.yml
file_event_win_exchange_webshell_drop.yml,Suspicious ASPX File Drop by Exchange,high,persistence,T1505.003,rules,rules/windows/file/file_event/file_event_win_exchange_webshell_drop.yml
file_event_win_office_macro_files_downloaded.yml,Office Macro File Download,low,initial-access,T1566.001,rules,rules/windows/file/file_event/file_event_win_office_macro_files_downloaded.yml
file_event_win_susp_legitimate_app_dropping_in_uncommon_location.yml,Legitimate Application Writing Files In Uncommon Location,high,"command-and-control,stealth","T1105,T1218",rules,rules/windows/file/file_event/file_event_win_susp_legitimate_app_dropping_in_uncommon_location.yml
file_event_win_susp_startup_folder_persistence.yml,Suspicious Startup Folder Persistence,high,"execution,persistence,privilege-escalation","T1204.002,T1547.001",rules,rules/windows/file/file_event/file_event_win_susp_startup_folder_persistence.yml
file_event_win_rdp_file_susp_creation.yml,.RDP File Created By Uncommon Application,high,stealth,,rules,rules/windows/file/file_event/file_event_win_rdp_file_susp_creation.yml
file_event_win_susp_legitimate_app_dropping_script.yml,Legitimate Application Dropped Script,high,stealth,T1218,rules,rules/windows/file/file_event/file_event_win_susp_legitimate_app_dropping_script.yml
file_event_win_ntds_dit_creation.yml,NTDS.DIT Created,low,credential-access,T1003.003,rules,rules/windows/file/file_event/file_event_win_ntds_dit_creation.yml
file_event_win_create_non_existent_dlls.yml,Creation Of Non-Existent System DLL,medium,"execution,persistence,privilege-escalation,stealth",T1574.001,rules,rules/windows/file/file_event/file_event_win_create_non_existent_dlls.yml
file_event_win_mysqld_uncommon_file_creation.yml,Uncommon File Creation By Mysql Daemon Process,high,stealth,,rules,rules/windows/file/file_event/file_event_win_mysqld_uncommon_file_creation.yml
file_event_win_errorhandler_persistence.yml,Potential Persistence Attempt Via ErrorHandler.Cmd,medium,persistence,,rules,rules/windows/file/file_event/file_event_win_errorhandler_persistence.yml
file_event_win_powershell_drop_binary_or_script.yml,Potential Binary Or Script Dropper Via PowerShell,medium,persistence,,rules,rules/windows/file/file_event/file_event_win_powershell_drop_binary_or_script.yml
file_event_win_writing_local_admin_share.yml,Writing Local Admin Share,medium,"lateral-movement,persistence,privilege-escalation",T1546.002,rules,rules/windows/file/file_event/file_event_win_writing_local_admin_share.yml
file_event_win_susp_teamviewer_remote_session.yml,TeamViewer Remote Session,medium,command-and-control,T1219.002,rules,rules/windows/file/file_event/file_event_win_susp_teamviewer_remote_session.yml
file_event_win_arcsoc_susp_file_created.yml,Suspicious File Created by ArcSOC.exe,high,"command-and-control,execution,initial-access,persistence,stealth","T1105,T1127,T1133",rules,rules/windows/file/file_event/file_event_win_arcsoc_susp_file_created.yml
file_event_win_uac_bypass_consent_comctl32.yml,UAC Bypass Using Consent and Comctl32 - File,high,privilege-escalation,T1548.002,rules,rules/windows/file/file_event/file_event_win_uac_bypass_consent_comctl32.yml
file_event_win_wmi_persistence_script_event_consumer_write.yml,WMI Persistence - Script Event Consumer File Write,high,"persistence,privilege-escalation",T1546.003,rules,rules/windows/file/file_event/file_event_win_wmi_persistence_script_event_consumer_write.yml
file_event_win_hktl_netexec_file_indicators.yml,HackTool - NetExec File Indicators,high,"discovery,execution,lateral-movement","T1021.002,T1059.005",rules,rules/windows/file/file_event/file_event_win_hktl_netexec_file_indicators.yml
file_event_win_powershell_module_susp_creation.yml,Potential Suspicious PowerShell Module File Created,medium,persistence,,rules,rules/windows/file/file_event/file_event_win_powershell_module_susp_creation.yml
file_event_win_hktl_mimikatz_files.yml,HackTool - Mimikatz Kirbi File Creation,critical,credential-access,T1558,rules,rules/windows/file/file_event/file_event_win_hktl_mimikatz_files.yml
file_event_win_notepad_plus_plus_persistence.yml,Potential Persistence Via Notepad++ Plugins,medium,persistence,,rules,rules/windows/file/file_event/file_event_win_notepad_plus_plus_persistence.yml
file_event_win_gup_uncommon_file_creation.yml,Uncommon File Created by Notepad++ Updater Gup.EXE,high,"collection,credential-access,initial-access","T1195.002,T1557",rules,rules/windows/file/file_event/file_event_win_gup_uncommon_file_creation.yml
file_event_win_shell_write_susp_files_extensions.yml,Windows Binaries Write Suspicious Extensions,high,stealth,T1036,rules,rules/windows/file/file_event/file_event_win_shell_write_susp_files_extensions.yml
file_event_win_hktl_dumpert.yml,HackTool - Dumpert Process Dumper Default File,critical,credential-access,T1003.001,rules,rules/windows/file/file_event/file_event_win_hktl_dumpert.yml
file_event_win_creation_deno.yml,Suspicious Deno File Written from Remote Source,low,"command-and-control,execution","T1059.007,T1105,T1204",rules,rules/windows/file/file_event/file_event_win_creation_deno.yml
file_event_win_sed_file_creation.yml,Self Extraction Directive File Created In Potentially Suspicious Location,medium,stealth,T1218,rules,rules/windows/file/file_event/file_event_win_sed_file_creation.yml
file_event_win_uac_bypass_ntfs_reparse_point.yml,UAC Bypass Using NTFS Reparse Point - File,high,privilege-escalation,T1548.002,rules,rules/windows/file/file_event/file_event_win_uac_bypass_ntfs_reparse_point.yml
file_event_win_rclone_config_files.yml,Rclone Config File Creation,medium,exfiltration,T1567.002,rules,rules/windows/file/file_event/file_event_win_rclone_config_files.yml
file_event_win_iso_file_recent.yml,ISO or Image Mount Indicator in Recent Files,medium,initial-access,T1566.001,rules,rules/windows/file/file_event/file_event_win_iso_file_recent.yml
file_event_win_hktl_remote_cred_dump.yml,HackTool - Potential Remote Credential Dumping Activity Via CrackMapExec Or Impacket-Secretsdump,high,credential-access,T1003,rules,rules/windows/file/file_event/file_event_win_hktl_remote_cred_dump.yml
file_event_win_csexec_service.yml,CSExec Service File Creation,medium,execution,T1569.002,rules,rules/windows/file/file_event/file_event_win_csexec_service.yml
file_event_win_desktop_ini_created_by_uncommon_process.yml,Desktop.INI Created by Uncommon Process,medium,"persistence,privilege-escalation",T1547.009,rules,rules/windows/file/file_event/file_event_win_desktop_ini_created_by_uncommon_process.yml
file_event_win_create_evtx_non_common_locations.yml,EVTX Created In Uncommon Location,medium,defense-impairment,T1685.001,rules,rules/windows/file/file_event/file_event_win_create_evtx_non_common_locations.yml
file_event_win_powershell_exploit_scripts.yml,Malicious PowerShell Scripts - FileCreation,high,execution,T1059.001,rules,rules/windows/file/file_event/file_event_win_powershell_exploit_scripts.yml
file_event_win_susp_default_gpo_dir_write.yml,Suspicious Files in Default GPO Folder,medium,stealth,T1036.005,rules,rules/windows/file/file_event/file_event_win_susp_default_gpo_dir_write.yml
file_event_win_system32_local_folder_privilege_escalation.yml,Potential Privilege Escalation Attempt Via .Exe.Local Technique,high,"persistence,privilege-escalation,stealth",,rules,rules/windows/file/file_event/file_event_win_system32_local_folder_privilege_escalation.yml
file_event_win_iso_file_mount.yml,ISO File Created Within Temp Folders,high,initial-access,T1566.001,rules,rules/windows/file/file_event/file_event_win_iso_file_mount.yml
file_event_win_remcom_service.yml,RemCom Service File Creation,medium,execution,T1569.002,rules,rules/windows/file/file_event/file_event_win_remcom_service.yml
file_event_win_msdt_susp_directories.yml,File Creation In Suspicious Directory By Msdt.EXE,high,"persistence,privilege-escalation",T1547.001,rules,rules/windows/file/file_event/file_event_win_msdt_susp_directories.yml
file_event_win_exchange_webshell_drop_suspicious.yml,Suspicious File Drop by Exchange,medium,"initial-access,persistence","T1190,T1505.003",rules,rules/windows/file/file_event/file_event_win_exchange_webshell_drop_suspicious.yml
file_event_win_aspnet_temp_files.yml,Assembly DLL Creation Via AspNetCompiler,medium,execution,,rules,rules/windows/file/file_event/file_event_win_aspnet_temp_files.yml
file_event_win_shell_write_susp_directory.yml,Windows Shell/Scripting Application File Write to Suspicious Folder,high,execution,T1059,rules,rules/windows/file/file_event/file_event_win_shell_write_susp_directory.yml
file_event_win_regedit_print_as_pdf.yml,PDF File Created By RegEdit.EXE,high,stealth,,rules,rules/windows/file/file_event/file_event_win_regedit_print_as_pdf.yml
file_event_win_susp_winsxs_binary_creation.yml,WinSxS Executable File Creation By Non-System Process,medium,execution,,rules,rules/windows/file/file_event/file_event_win_susp_winsxs_binary_creation.yml
file_event_win_susp_diagcab.yml,Creation of a Diagcab,medium,resource-development,,rules,rules/windows/file/file_event/file_event_win_susp_diagcab.yml
file_event_win_office_susp_file_extension.yml,File With Uncommon Extension Created By An Office Application,high,execution,T1204.002,rules,rules/windows/file/file_event/file_event_win_office_susp_file_extension.yml
file_event_win_lolbin_gather_network_info_script_output.yml,GatherNetworkInfo.VBS Reconnaissance Script Output,medium,discovery,,rules,rules/windows/file/file_event/file_event_win_lolbin_gather_network_info_script_output.yml
file_event_win_susp_spool_drivers_color_drop.yml,Drop Binaries Into Spool Drivers Color Folder,medium,stealth,,rules,rules/windows/file/file_event/file_event_win_susp_spool_drivers_color_drop.yml
file_event_win_susp_right_to_left_override_extension_spoofing.yml,Potential File Extension Spoofing Using Right-to-Left Override,high,"execution,stealth",T1036.002,rules,rules/windows/file/file_event/file_event_win_susp_right_to_left_override_extension_spoofing.yml
file_event_win_susp_colorcpl.yml,Suspicious Creation with Colorcpl,high,stealth,T1564,rules,rules/windows/file/file_event/file_event_win_susp_colorcpl.yml
file_event_win_susp_desktopimgdownldr_file.yml,Suspicious Desktopimgdownldr Target File,high,command-and-control,T1105,rules,rules/windows/file/file_event/file_event_win_susp_desktopimgdownldr_file.yml
file_event_win_office_outlook_susp_file_creation_in_temp_dir.yml,Suspicious File Created in Outlook Temporary Directory,high,initial-access,T1566.001,rules,rules/windows/file/file_event/file_event_win_office_outlook_susp_file_creation_in_temp_dir.yml
file_event_win_remote_access_tools_screenconnect_remote_file.yml,Remote Access Tool - ScreenConnect Temporary File,low,execution,T1059.003,rules,rules/windows/file/file_event/file_event_win_remote_access_tools_screenconnect_remote_file.yml
file_event_win_hktl_nppspy.yml,HackTool - NPPSpy Hacktool Usage,high,credential-access,,rules,rules/windows/file/file_event/file_event_win_hktl_nppspy.yml
file_event_win_gotoopener_artefact.yml,GoToAssist Temporary Installation Artefact,medium,command-and-control,T1219.002,rules,rules/windows/file/file_event/file_event_win_gotoopener_artefact.yml
file_event_win_mal_octopus_scanner.yml,Octopus Scanner Malware,high,initial-access,"T1195,T1195.001",rules,rules/windows/file/file_event/file_event_win_mal_octopus_scanner.yml
file_event_win_creation_system_file.yml,Files With System Process Name In Unsuspected Locations,medium,stealth,T1036.005,rules,rules/windows/file/file_event/file_event_win_creation_system_file.yml
file_event_win_winrm_awl_bypass.yml,AWL Bypass with Winrm.vbs and Malicious WsmPty.xsl/WsmTxt.xsl - File,medium,stealth,T1216,rules,rules/windows/file/file_event/file_event_win_winrm_awl_bypass.yml
file_event_win_impacket_file_indicators.yml,HackTool - Impacket File Indicators,high,credential-access,T1003.001,rules,rules/windows/file/file_event/file_event_win_impacket_file_indicators.yml
file_event_win_lsass_default_dump_file_names.yml,LSASS Process Memory Dump Files,high,credential-access,T1003.001,rules,rules/windows/file/file_event/file_event_win_lsass_default_dump_file_names.yml
file_event_win_winrar_file_creation_in_startup_folder.yml,WinRAR Creating Files in Startup Locations,high,"persistence,privilege-escalation",T1547.001,rules,rules/windows/file/file_event/file_event_win_winrar_file_creation_in_startup_folder.yml
file_event_win_iphlpapi_dll_sideloading.yml,Malicious DLL File Dropped in the Teams or OneDrive Folder,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules,rules/windows/file/file_event/file_event_win_iphlpapi_dll_sideloading.yml
file_event_win_dump_file_susp_creation.yml,Potentially Suspicious DMP/HDMP File Creation,medium,stealth,,rules,rules/windows/file/file_event/file_event_win_dump_file_susp_creation.yml
file_event_win_office_uncommon_file_startup.yml,Uncommon File Created In Office Startup Folder,high,resource-development,T1587.001,rules,rules/windows/file/file_event/file_event_win_office_uncommon_file_startup.yml
file_event_win_advanced_ip_scanner.yml,Advanced IP Scanner - File Event,medium,discovery,T1046,rules,rules/windows/file/file_event/file_event_win_advanced_ip_scanner.yml
file_event_win_anydesk_writing_susp_binaries.yml,Suspicious Binary Writes Via AnyDesk,high,command-and-control,T1219.002,rules,rules/windows/file/file_event/file_event_win_anydesk_writing_susp_binaries.yml
file_event_win_hktl_safetykatz.yml,HackTool - SafetyKatz Dump Indicator,high,credential-access,T1003.001,rules,rules/windows/file/file_event/file_event_win_hktl_safetykatz.yml
file_event_win_powershell_module_creation.yml,PowerShell Module File Created,low,persistence,,rules,rules/windows/file/file_event/file_event_win_powershell_module_creation.yml
file_event_win_susp_windows_terminal_profile.yml,Windows Terminal Profile Settings Modification By Uncommon Process,medium,"persistence,privilege-escalation",T1547.015,rules,rules/windows/file/file_event/file_event_win_susp_windows_terminal_profile.yml
file_event_win_wpbbin_persistence.yml,UEFI Persistence Via Wpbbin - FileCreation,high,"persistence,stealth",T1542.001,rules,rules/windows/file/file_event/file_event_win_wpbbin_persistence.yml
file_event_win_susp_vscode_powershell_profile.yml,VsCode Powershell Profile Modification,medium,"persistence,privilege-escalation",T1546.013,rules,rules/windows/file/file_event/file_event_win_susp_vscode_powershell_profile.yml
file_event_win_perflogs_susp_files.yml,Suspicious File Created In PerfLogs,medium,execution,T1059,rules,rules/windows/file/file_event/file_event_win_perflogs_susp_files.yml
file_event_win_sysinternals_adexplorer_dump_written.yml,ADExplorer Writing Complete AD Snapshot Into .dat File,medium,discovery,"T1069.002,T1087.002,T1482",rules,rules/windows/file/file_event/file_event_win_sysinternals_adexplorer_dump_written.yml
file_event_win_dll_sideloading_space_path.yml,DLL Search Order Hijackig Via Additional Space in Path,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules,rules/windows/file/file_event/file_event_win_dll_sideloading_space_path.yml
file_event_win_creation_scr_binary_file.yml,Suspicious Screensaver Binary File Creation,medium,"persistence,privilege-escalation",T1546.002,rules,rules/windows/file/file_event/file_event_win_creation_scr_binary_file.yml
file_event_win_initial_access_dll_search_order_hijacking.yml,Potential Initial Access via DLL Search Order Hijacking,medium,"execution,initial-access,persistence,privilege-escalation,stealth","T1566,T1566.001,T1574,T1574.001",rules,rules/windows/file/file_event/file_event_win_initial_access_dll_search_order_hijacking.yml
file_event_win_susp_filewrite_in_sharepoint_layouts_dir.yml,Suspicious File Write to SharePoint Layouts Directory,high,"initial-access,persistence","T1190,T1505.003",rules,rules/windows/file/file_event/file_event_win_susp_filewrite_in_sharepoint_layouts_dir.yml
file_event_win_uac_bypass_eventvwr.yml,UAC Bypass Using EventVwr,high,"privilege-escalation,stealth",,rules,rules/windows/file/file_event/file_event_win_uac_bypass_eventvwr.yml
file_event_win_csharp_compile_artefact.yml,Dynamic CSharp Compile Artefact,low,stealth,T1027.004,rules,rules/windows/file/file_event/file_event_win_csharp_compile_artefact.yml
file_event_win_office_macro_files_created.yml,Office Macro File Creation,low,initial-access,T1566.001,rules,rules/windows/file/file_event/file_event_win_office_macro_files_created.yml
file_event_win_vscode_tunnel_remote_creation_artefacts.yml,Visual Studio Code Tunnel Remote File Creation,medium,command-and-control,,rules,rules/windows/file/file_event/file_event_win_vscode_tunnel_remote_creation_artefacts.yml
file_event_win_powershell_module_uncommon_creation.yml,PowerShell Module File Created By Non-PowerShell Process,medium,persistence,,rules,rules/windows/file/file_event/file_event_win_powershell_module_uncommon_creation.yml
file_event_win_comodo_itsm_potentially_suspicious_file_creation.yml,Potentially Suspicious File Creation by OpenEDR's ITSMService,medium,"command-and-control,lateral-movement","T1105,T1219,T1570",rules,rules/windows/file/file_event/file_event_win_comodo_itsm_potentially_suspicious_file_creation.yml
file_event_win_sysinternals_livekd_driver.yml,LiveKD Driver Creation,medium,"privilege-escalation,stealth",,rules,rules/windows/file/file_event/file_event_win_sysinternals_livekd_driver.yml
file_event_win_uac_bypass_ieinstal.yml,UAC Bypass Using IEInstal - File,high,privilege-escalation,T1548.002,rules,rules/windows/file/file_event/file_event_win_uac_bypass_ieinstal.yml
file_event_win_susp_exchange_aspx_write.yml,Suspicious MSExchangeMailboxReplication ASPX Write,high,"initial-access,persistence","T1190,T1505.003",rules,rules/windows/file/file_event/file_event_win_susp_exchange_aspx_write.yml
file_event_win_adsi_cache_creation_by_uncommon_tool.yml,ADSI-Cache File Creation By Uncommon Tool,medium,command-and-control,T1001.003,rules,rules/windows/file/file_event/file_event_win_adsi_cache_creation_by_uncommon_tool.yml
file_event_win_uac_bypass_msconfig_gui.yml,UAC Bypass Using MSConfig Token Modification - File,high,privilege-escalation,T1548.002,rules,rules/windows/file/file_event/file_event_win_uac_bypass_msconfig_gui.yml
file_event_win_webshell_creation_detect.yml,Potential Webshell Creation On Static Website,medium,persistence,T1505.003,rules,rules/windows/file/file_event/file_event_win_webshell_creation_detect.yml
file_event_win_hktl_krbrelay_remote_ioc.yml,HackTool - RemoteKrbRelay SMB Relay Secrets Dump Module Indicators,high,command-and-control,T1219.002,rules,rules/windows/file/file_event/file_event_win_hktl_krbrelay_remote_ioc.yml
file_event_win_hktl_inveigh_artefacts.yml,HackTool - Inveigh Execution Artefacts,critical,command-and-control,T1219.002,rules,rules/windows/file/file_event/file_event_win_hktl_inveigh_artefacts.yml
file_event_win_ps_script_policy_test_creation_by_uncommon_process.yml,PSScriptPolicyTest Creation By Uncommon Process,medium,stealth,,rules,rules/windows/file/file_event/file_event_win_ps_script_policy_test_creation_by_uncommon_process.yml
file_event_win_hktl_quarkspw_filedump.yml,HackTool - QuarksPwDump Dump File,critical,credential-access,T1003.002,rules,rules/windows/file/file_event/file_event_win_hktl_quarkspw_filedump.yml
file_delete_win_delete_prefetch.yml,Prefetch File Deleted,high,stealth,T1070.004,rules,rules/windows/file/file_delete/file_delete_win_delete_prefetch.yml
file_delete_win_unusual_deletion_by_dns_exe.yml,Unusual File Deletion by Dns.exe,high,"initial-access,persistence",T1133,rules,rules/windows/file/file_delete/file_delete_win_unusual_deletion_by_dns_exe.yml
file_delete_win_delete_exchange_powershell_logs.yml,Exchange PowerShell Cmdlet History Deleted,high,stealth,T1070,rules,rules/windows/file/file_delete/file_delete_win_delete_exchange_powershell_logs.yml
file_delete_win_delete_iis_access_logs.yml,IIS WebServer Access Logs Deleted,medium,stealth,T1070,rules,rules/windows/file/file_delete/file_delete_win_delete_iis_access_logs.yml
file_delete_win_delete_backup_file.yml,Backup Files Deleted,medium,impact,T1490,rules,rules/windows/file/file_delete/file_delete_win_delete_backup_file.yml
file_delete_win_delete_teamviewer_logs.yml,TeamViewer Log File Deleted,low,stealth,T1070.004,rules,rules/windows/file/file_delete/file_delete_win_delete_teamviewer_logs.yml
file_delete_win_sysinternals_sdelete_file_deletion.yml,File Deleted Via Sysinternals SDelete,medium,stealth,T1070.004,rules,rules/windows/file/file_delete/file_delete_win_sysinternals_sdelete_file_deletion.yml
file_delete_win_delete_event_log_files.yml,EventLog EVTX File Deleted,medium,stealth,T1070,rules,rules/windows/file/file_delete/file_delete_win_delete_event_log_files.yml
file_delete_win_delete_powershell_command_history.yml,PowerShell Console History Logs Deleted,medium,stealth,T1070,rules,rules/windows/file/file_delete/file_delete_win_delete_powershell_command_history.yml
file_delete_win_delete_own_image.yml,Process Deletion of Its Own Executable,medium,stealth,,rules,rules/windows/file/file_delete/file_delete_win_delete_own_image.yml
file_delete_win_delete_tomcat_logs.yml,Tomcat WebServer Logs Deleted,medium,stealth,T1070,rules,rules/windows/file/file_delete/file_delete_win_delete_tomcat_logs.yml
file_delete_win_zone_identifier_ads_uncommon.yml,ADS Zone.Identifier Deleted By Uncommon Application,medium,stealth,T1070.004,rules,rules/windows/file/file_delete/file_delete_win_zone_identifier_ads_uncommon.yml
file_executable_detected_win_susp_embeded_sed_file.yml,Potentially Suspicious Self Extraction Directive File Created,medium,stealth,T1218,rules,rules/windows/file/file_executable_detected/file_executable_detected_win_susp_embeded_sed_file.yml
file_change_win_unusual_modification_by_dns_exe.yml,Unusual File Modification by dns.exe,high,"initial-access,persistence",T1133,rules,rules/windows/file/file_change/file_change_win_unusual_modification_by_dns_exe.yml
sysmon_file_block_executable.yml,Sysmon Blocked Executable,high,defense-impairment,,rules,rules/windows/sysmon/sysmon_file_block_executable.yml
sysmon_config_modification.yml,Sysmon Configuration Change,medium,defense-impairment,,rules,rules/windows/sysmon/sysmon_config_modification.yml
sysmon_file_block_shredding.yml,Sysmon Blocked File Shredding,high,defense-impairment,,rules,rules/windows/sysmon/sysmon_file_block_shredding.yml
sysmon_file_executable_detected.yml,Sysmon File Executable Creation Detected,medium,defense-impairment,,rules,rules/windows/sysmon/sysmon_file_executable_detected.yml
sysmon_config_modification_error.yml,Sysmon Configuration Error,high,stealth,T1564,rules,rules/windows/sysmon/sysmon_config_modification_error.yml
sysmon_config_modification_status.yml,Sysmon Configuration Modification,high,stealth,T1564,rules,rules/windows/sysmon/sysmon_config_modification_status.yml
proc_tampering_susp_process_hollowing.yml,Potential Process Hollowing Activity,medium,"privilege-escalation,stealth",T1055.012,rules,rules/windows/process_tampering/proc_tampering_susp_process_hollowing.yml
proc_creation_win_uac_bypass_dismhost.yml,UAC Bypass Using DismHost,high,privilege-escalation,T1548.002,rules,rules/windows/process_creation/proc_creation_win_uac_bypass_dismhost.yml
proc_creation_win_registry_cimprovider_dll_load.yml,DLL Execution Via Register-cimprovider.exe,medium,"execution,persistence,privilege-escalation,stealth",T1574,rules,rules/windows/process_creation/proc_creation_win_registry_cimprovider_dll_load.yml
proc_creation_win_xwizard_execution_non_default_location.yml,Xwizard.EXE Execution From Non-Default Location,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules,rules/windows/process_creation/proc_creation_win_xwizard_execution_non_default_location.yml
proc_creation_win_conhost_path_traversal.yml,Conhost.exe CommandLine Path Traversal,high,execution,T1059.003,rules,rules/windows/process_creation/proc_creation_win_conhost_path_traversal.yml
proc_creation_win_java_keytool_susp_child_process.yml,Suspicious Shells Spawn by Java Utility Keytool,high,"initial-access,persistence,privilege-escalation",,rules,rules/windows/process_creation/proc_creation_win_java_keytool_susp_child_process.yml
proc_creation_win_susp_proc_wrong_parent.yml,Windows Processes Suspicious Parent Directory,low,stealth,"T1036.003,T1036.005",rules,rules/windows/process_creation/proc_creation_win_susp_proc_wrong_parent.yml
proc_creation_win_susp_commandline_path_traversal_evasion.yml,Potential Command Line Path Traversal Evasion Attempt,medium,stealth,T1036,rules,rules/windows/process_creation/proc_creation_win_susp_commandline_path_traversal_evasion.yml
proc_creation_win_lolbin_unregmp2.yml,Lolbin Unregmp2.exe Use As Proxy,medium,stealth,T1218,rules,rules/windows/process_creation/proc_creation_win_lolbin_unregmp2.yml
proc_creation_win_rundll32_susp_shellexec_ordinal_execution.yml,Suspicious ShellExec_RunDLL Call Via Ordinal,high,stealth,T1218.011,rules,rules/windows/process_creation/proc_creation_win_rundll32_susp_shellexec_ordinal_execution.yml
proc_creation_win_sdclt_child_process.yml,Sdclt Child Processes,medium,privilege-escalation,T1548.002,rules,rules/windows/process_creation/proc_creation_win_sdclt_child_process.yml
proc_creation_win_susp_task_folder_evasion.yml,Tasks Folder Evasion,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules,rules/windows/process_creation/proc_creation_win_susp_task_folder_evasion.yml
proc_creation_win_csi_execution.yml,Suspicious Csi.exe Usage,medium,"execution,lateral-movement,stealth","T1072,T1218",rules,rules/windows/process_creation/proc_creation_win_csi_execution.yml
proc_creation_win_quickassist_execution.yml,QuickAssist Execution,low,command-and-control,T1219.002,rules,rules/windows/process_creation/proc_creation_win_quickassist_execution.yml
proc_creation_win_pua_mouselock_execution.yml,PUA - Mouse Lock Execution,medium,"collection,credential-access",T1056.002,rules,rules/windows/process_creation/proc_creation_win_pua_mouselock_execution.yml
proc_creation_win_rundll32_uncommon_dll_extension.yml,Rundll32 Execution With Uncommon DLL Extension,medium,stealth,T1218.011,rules,rules/windows/process_creation/proc_creation_win_rundll32_uncommon_dll_extension.yml
proc_creation_win_cmd_shadowcopy_access.yml,Copy From VolumeShadowCopy Via Cmd.EXE,high,impact,T1490,rules,rules/windows/process_creation/proc_creation_win_cmd_shadowcopy_access.yml
proc_creation_win_susp_add_user_privileged_group.yml,User Added To Highly Privileged Group,high,"persistence,privilege-escalation",T1098,rules,rules/windows/process_creation/proc_creation_win_susp_add_user_privileged_group.yml
proc_creation_win_csi_use_of_csharp_console.yml,Suspicious Use of CSharp Interactive Console,high,"execution,stealth",T1127,rules,rules/windows/process_creation/proc_creation_win_csi_use_of_csharp_console.yml
proc_creation_win_renamed_sysinternals_procdump.yml,Renamed ProcDump Execution,high,stealth,T1036.003,rules,rules/windows/process_creation/proc_creation_win_renamed_sysinternals_procdump.yml
proc_creation_win_cloudflared_portable_execution.yml,Cloudflared Portable Execution,medium,command-and-control,T1090.001,rules,rules/windows/process_creation/proc_creation_win_cloudflared_portable_execution.yml
proc_creation_win_susp_network_command.yml,Suspicious Network Command,low,discovery,T1016,rules,rules/windows/process_creation/proc_creation_win_susp_network_command.yml
