filename,title,level,tactics,techniques,source_folder,original_path
proc_creation_win_malware_small_sieve_cli_arg.yml,Small Sieve Malware CommandLine Indicator,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules-emerging-threats,rules-emerging-threats/2021/Malware/Small-Sieve/proc_creation_win_malware_small_sieve_cli_arg.yml
proxy_malware_small_sieve_telegram_communication.yml,Small Sieve Malware Potential C2 Communication,critical,command-and-control,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Small-Sieve/proxy_malware_small_sieve_telegram_communication.yml
registry_add_malware_netwire.yml,Potential NetWire RAT Activity - Registry,high,"defense-impairment,persistence",T1112,rules-emerging-threats,rules-emerging-threats/2021/Malware/Netwire/registry_add_malware_netwire.yml
image_load_malware_foggyweb_nobelium.yml,FoggyWeb Backdoor DLL Loading,critical,resource-development,T1587,rules-emerging-threats,rules-emerging-threats/2021/Malware/FoggyWeb/image_load_malware_foggyweb_nobelium.yml
proc_creation_win_malware_darkside_ransomware.yml,DarkSide Ransomware Pattern,critical,execution,T1204,rules-emerging-threats,rules-emerging-threats/2021/Malware/DarkSide/proc_creation_win_malware_darkside_ransomware.yml
file_event_win_malware_devil_bait_script_drop.yml,Potential Devil Bait Related Indicator,high,stealth,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Devil-Bait/file_event_win_malware_devil_bait_script_drop.yml
proxy_malware_devil_bait_c2_communication.yml,Devil Bait Potential C2 Communication Traffic,high,command-and-control,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Devil-Bait/proxy_malware_devil_bait_c2_communication.yml
proc_creation_win_malware_devil_bait_output_redirect.yml,Potential Devil Bait Malware Reconnaissance,high,stealth,T1218,rules-emerging-threats,rules-emerging-threats/2021/Malware/Devil-Bait/proc_creation_win_malware_devil_bait_output_redirect.yml
proc_creation_win_malware_conti_7zip.yml,Conti NTDS Exfiltration Command,high,collection,T1560,rules-emerging-threats,rules-emerging-threats/2021/Malware/Conti/proc_creation_win_malware_conti_7zip.yml
proc_creation_win_malware_conti_ransomware_commands.yml,Potential Conti Ransomware Activity,critical,impact,T1486,rules-emerging-threats,rules-emerging-threats/2021/Malware/Conti/proc_creation_win_malware_conti_ransomware_commands.yml
proc_creation_win_malware_conti_ransomware_database_dump.yml,Potential Conti Ransomware Database Dumping Activity Via SQLCmd,high,collection,T1005,rules-emerging-threats,rules-emerging-threats/2021/Malware/Conti/proc_creation_win_malware_conti_ransomware_database_dump.yml
proc_creation_win_malware_conti.yml,Conti Volume Shadow Listing,high,resource-development,T1587.001,rules-emerging-threats,rules-emerging-threats/2021/Malware/Conti/proc_creation_win_malware_conti.yml
proxy_malware_goofy_gunieapig_c2_communication.yml,Goofy Guineapig Backdoor Potential C2 Communication,high,command-and-control,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Goofy-Guineapig/proxy_malware_goofy_gunieapig_c2_communication.yml
file_event_win_malware_goofy_guineapig_file_indicators.yml,Goofy Guineapig Backdoor IOC,high,"execution,stealth",,rules-emerging-threats,rules-emerging-threats/2021/Malware/Goofy-Guineapig/file_event_win_malware_goofy_guineapig_file_indicators.yml
proc_creation_win_malware_goofy_guineapig_googleupdate_uncommon_child_instance.yml,Potential Goofy Guineapig GoolgeUpdate Process Anomaly,high,stealth,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Goofy-Guineapig/proc_creation_win_malware_goofy_guineapig_googleupdate_uncommon_child_instance.yml
proc_creation_win_malware_goofy_guineapig_broken_cmd.yml,Potential Goofy Guineapig Backdoor Activity,high,execution,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Goofy-Guineapig/proc_creation_win_malware_goofy_guineapig_broken_cmd.yml
win_system_malware_goofy_guineapig_service_persistence.yml,Goofy Guineapig Backdoor Service Creation,critical,persistence,,rules-emerging-threats,rules-emerging-threats/2021/Malware/Goofy-Guineapig/win_system_malware_goofy_guineapig_service_persistence.yml
proc_creation_win_malware_blackbyte_ransomware.yml,Potential BlackByte Ransomware Activity,high,"execution,impact,stealth","T1059.001,T1140,T1485,T1498",rules-emerging-threats,rules-emerging-threats/2021/Malware/BlackByte/proc_creation_win_malware_blackbyte_ransomware.yml
registry_set_win_malware_blackbyte_privesc_registry.yml,Blackbyte Ransomware Registry,high,"defense-impairment,persistence",T1112,rules-emerging-threats,rules-emerging-threats/2021/Malware/BlackByte/registry_set_win_malware_blackbyte_privesc_registry.yml
proc_creation_win_malware_pingback_backdoor.yml,Pingback Backdoor Activity,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules-emerging-threats,rules-emerging-threats/2021/Malware/Pingback/proc_creation_win_malware_pingback_backdoor.yml
image_load_malware_pingback_backdoor.yml,Pingback Backdoor DLL Loading Activity,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules-emerging-threats,rules-emerging-threats/2021/Malware/Pingback/image_load_malware_pingback_backdoor.yml
file_event_win_malware_pingback_backdoor.yml,Pingback Backdoor File Indicators,high,"execution,persistence,privilege-escalation,stealth",T1574.001,rules-emerging-threats,rules-emerging-threats/2021/Malware/Pingback/file_event_win_malware_pingback_backdoor.yml
proc_creation_win_apt_revil_kaseya.yml,REvil Kaseya Incident Malware Patterns,critical,execution,T1059,rules-emerging-threats,rules-emerging-threats/2021/TA/Kaseya-Supply-Chain/proc_creation_win_apt_revil_kaseya.yml
web_unc2546_dewmode_php_webshell.yml,DEWMODE Webshell Access,high,persistence,T1505.003,rules-emerging-threats,rules-emerging-threats/2021/TA/UNC2546/web_unc2546_dewmode_php_webshell.yml
image_load_usp_svchost_clfsw32.yml,APT PRIVATELOG Image Load Pattern,high,"privilege-escalation,stealth",T1055,rules-emerging-threats,rules-emerging-threats/2021/TA/PRIVATELOG/image_load_usp_svchost_clfsw32.yml
proc_creation_win_apt_sourgrum.yml,SOURGUM Actor Behaviours,high,"persistence,privilege-escalation","T1546,T1546.015",rules-emerging-threats,rules-emerging-threats/2021/TA/SOURGUM/proc_creation_win_apt_sourgrum.yml
web_exchange_exploitation_hafnium.yml,Exchange Exploitation Used by HAFNIUM,high,initial-access,T1190,rules-emerging-threats,rules-emerging-threats/2021/TA/HAFNIUM/web_exchange_exploitation_hafnium.yml
proc_creation_win_apt_hafnium.yml,HAFNIUM Exchange Exploitation Activity,critical,"execution,persistence,privilege-escalation","T1053,T1546",rules-emerging-threats,rules-emerging-threats/2021/TA/HAFNIUM/proc_creation_win_apt_hafnium.yml
proc_creation_win_exploit_other_systemnightmare.yml,Potential SystemNightmare Exploitation Attempt,critical,privilege-escalation,T1068,rules-emerging-threats,rules-emerging-threats/2021/Exploits/SystemNightmare-Exploit/proc_creation_win_exploit_other_systemnightmare.yml
web_sonicwall_jarrewrite_exploit.yml,SonicWall SSL/VPN Jarrewrite Exploitation,high,initial-access,T1190,rules-emerging-threats,rules-emerging-threats/2021/Exploits/VisualDoor-Exploit/web_sonicwall_jarrewrite_exploit.yml
web_cve_2021_21978_vmware_view_planner_exploit.yml,CVE-2021-21978 Exploitation Attempt,high,initial-access,T1190,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-21978/web_cve_2021_21978_vmware_view_planner_exploit.yml
file_event_win_cve_2021_44077_poc_default_files.yml,CVE-2021-44077 POC Default Dropped File,high,execution,,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-44077/file_event_win_cve_2021_44077_poc_default_files.yml
web_cve_2021_33766_msexchange_proxytoken.yml,CVE-2021-33766 Exchange ProxyToken Exploitation,critical,initial-access,T1190,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-33766/web_cve_2021_33766_msexchange_proxytoken.yml
proc_creation_win_exploit_other_razorinstaller_lpe.yml,Suspicious RazerInstaller Explorer Subprocess,high,"defense-impairment,privilege-escalation",T1553,rules-emerging-threats,rules-emerging-threats/2021/Exploits/RazerInstaller-LPE-Exploit/proc_creation_win_exploit_other_razorinstaller_lpe.yml
file_delete_win_exploit_cve_2021_1675_print_nightmare.yml,Potential PrintNightmare Exploitation Attempt,high,"execution,persistence,privilege-escalation,stealth",T1574,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-1675/file_delete_win_exploit_cve_2021_1675_print_nightmare.yml
win_exploit_cve_2021_1675_printspooler.yml,Possible CVE-2021-1675 Print Spooler Exploitation,high,execution,T1569,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-1675/win_exploit_cve_2021_1675_printspooler.yml
av_exploit_cve_2021_34527_print_nightmare.yml,Antivirus PrinterNightmare CVE-2021-34527 Exploit Detection,critical,"privilege-escalation,stealth",T1055,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-1675/av_exploit_cve_2021_34527_print_nightmare.yml
zeek_dce_rpc_exploit_cve_2021_1675_printnightmare_print_driver_install.yml,Possible PrintNightmare Print Driver Install - CVE-2021-1675,medium,execution,,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-1675/zeek_dce_rpc_exploit_cve_2021_1675_printnightmare_print_driver_install.yml
file_event_win_exploit_cve_2021_1675_printspooler.yml,CVE-2021-1675 Print Spooler Exploitation Filename Pattern,critical,"execution,privilege-escalation,resource-development",T1587,rules-emerging-threats,rules-emerging-threats/2021/Exploits/CVE-2021-1675/file_event_win_exploit_cve_2021_1675_printspooler.yml
